candidate_id,slice_type,slice_name,n_rows,mean_bias_samples,min_bias_samples,fallback_pct,mean_abs_bias_adjustment,support_warning,adjustment_warning,production_status
ALL_STABILIZED,overall,overall,11688,362.53661875427787,0,9.308692676249144,0.9389936156770387,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,binary_macro_regime_label,macro_non_southerly,4254,180.62717442407146,0,11.800658204043254,0.8514063320211125,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,binary_macro_regime_label,macro_southerly_flow,1590,178.01006289308177,0,13.71069182389937,0.8320694973323476,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,cp,20:00,1461,179.9151266255989,0,12.320328542094456,0.8461452835688305,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,cp,21:00,1461,179.9151266255989,0,12.320328542094456,0.8461452835688305,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,cp,22:00,1461,179.9151266255989,0,12.320328542094456,0.8461452835688305,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,cp,23:00,1461,179.9151266255989,0,12.320328542094456,0.8461452835688305,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,month,01,496,184.0,0,12.096774193548388,0.9692314019803026,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,month,02,452,167.50442477876106,0,13.274336283185841,0.9509188442117654,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,month,03,496,183.0,0,12.096774193548388,0.8091760837934991,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,month,04,480,177.0,0,12.5,0.8473061816188839,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,month,05,496,183.0,0,12.096774193548388,0.742212822698409,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,month,06,480,177.0,0,12.5,0.6842463627040687,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,month,07,496,183.0,0,12.096774193548388,0.5726891424205262,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,month,08,496,183.0,0,12.096774193548388,0.6738452261937564,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,month,09,480,177.0,0,12.5,0.9352958558464448,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,month,10,496,183.0,0,12.096774193548388,0.9019655343648121,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,month,11,480,177.0,0,12.5,1.0307904320705583,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_month_bias_corrected,month,12,496,183.0,0,12.096774193548388,1.0490069662046393,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_month_bias_corrected,season,DJF,1444,178.49307479224376,0,12.465373961218837,0.9909013491713636,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,season,JJA,1472,181.04347826086956,0,12.228260869565217,0.6431516990017917,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,season,MAM,1472,181.04347826086956,0,12.228260869565217,0.7990461038023442,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,season,SON,1456,179.04395604395606,0,12.362637362637363,0.9554232989320801,"","",EXPERIMENT_ONLY
om_family_month_bias_corrected,year,2022,1460,58.88219178082192,0,49.31506849315068,0.4129956292826624,fallback_pct_gt_40,"",EXPERIMENT_ONLY
om_family_month_bias_corrected,year,2023,1460,180.64657534246575,112,0.0,1.002137738786644,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_month_bias_corrected,year,2024,1464,240.13114754098362,224,0.0,1.015540234716021,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_month_bias_corrected,year,2025,1460,239.83561643835617,224,0.0,0.9534434357334274,"","",EXPERIMENT_ONLY
om_family_season_bias_corrected,binary_macro_regime_label,macro_non_southerly,4254,551.8993888105313,0,6.0413728255759285,1.0411661667456824,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_season_bias_corrected,binary_macro_regime_label,macro_southerly_flow,1590,527.1220125786164,0,6.981132075471698,1.0068952638495905,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_season_bias_corrected,cp,20:00,1461,545.1581108829569,0,6.297056810403833,1.0318419477852467,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_season_bias_corrected,cp,21:00,1461,545.1581108829569,0,6.297056810403833,1.0318419477852467,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_season_bias_corrected,cp,22:00,1461,545.1581108829569,0,6.297056810403833,1.0318419477852467,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_season_bias_corrected,cp,23:00,1461,545.1581108829569,0,6.297056810403833,1.0318419477852467,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_season_bias_corrected,month,01,496,480.0,0,18.548387096774192,0.9966033377299596,"","",EXPERIMENT_ONLY
om_family_season_bias_corrected,month,02,452,540.6017699115044,124,0.0,1.2251985294700496,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_season_bias_corrected,month,03,496,488.0,0,18.548387096774192,0.8880747340904224,"","",EXPERIMENT_ONLY
om_family_season_bias_corrected,month,04,480,549.0,124,0.0,1.0424694706901383,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_season_bias_corrected,month,05,496,610.0,244,0.0,1.0886290310739353,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_season_bias_corrected,month,06,480,487.0,0,19.166666666666668,0.7295438411769734,"","",EXPERIMENT_ONLY
om_family_season_bias_corrected,month,07,496,548.0,120,0.0,0.8801591411935473,"","",EXPERIMENT_ONLY
om_family_season_bias_corrected,month,08,496,610.0,244,0.0,0.8686477716480968,"","",EXPERIMENT_ONLY
om_family_season_bias_corrected,month,09,480,482.0,0,19.166666666666668,0.9920663969254978,"","",EXPERIMENT_ONLY
om_family_season_bias_corrected,month,10,496,543.0,120,0.0,1.2032611665478732,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_season_bias_corrected,month,11,480,604.0,244,0.0,1.2344688578429095,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_season_bias_corrected,month,12,496,598.0,236,0.0,1.245978236166711,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_season_bias_corrected,season,DJF,1444,539.5013850415512,0,6.371191135734072,1.1538159251892044,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_season_bias_corrected,season,JJA,1472,549.0,0,6.25,0.8271666253630453,"","",EXPERIMENT_ONLY
om_family_season_bias_corrected,season,MAM,1472,549.0,0,6.25,1.0059989221826005,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_season_bias_corrected,season,SON,1456,543.0,0,6.318681318681318,1.1439247670992998,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_season_bias_corrected,year,2022,1460,180.5150684931507,0,25.205479452054796,0.7549060779567545,"","",EXPERIMENT_ONLY
om_family_season_bias_corrected,year,2023,1460,545.5452054794521,360,0.0,1.1603620455294195,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_season_bias_corrected,year,2024,1464,727.0273224043716,720,0.0,1.1399100292542914,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
om_family_season_bias_corrected,year,2025,1460,727.0465753424658,720,0.0,1.07189356146499,"",mean_abs_bias_adjustment_gt_1,EXPERIMENT_ONLY
